"iso3c","year","gdp","gdp_forc20","gap_dollars","gap_relative"
"PRI",2021,98.229031152292,98.53737075,"-297207764",-0.31
"PRT",2021,96.1780867542868,103.124,"-15445098100",-6.735
"PRY",2021,103.246603407998,107.1209,"-1575947645",-3.62
"QAT",2021,97.8049434545304,104.748,"-11630670052",-6.628
"ROU",2021,101.23493615843,106.6054,"-11706813300",-5.04
"RUS",2021,101.958740644683,103.4288,"-21485654241",-1.42
"RWA",2021,107.17503166852,116.748,"-1070535193",-8.2
"SAU",2021,98.929924172457,104.1418,"-35395267471",-5.005
"SDN",2021,94.5391652933032,98.0084,"-2924717670",-3.54
"SEN",2021,107.506360954467,114.276,"-1527273505",-5.92
"SGP",2021,103.155438316736,102.58161989,"2007548927",0.559
"SLB",2021,96.4247166103143,105.6784,"-137664392",-8.756
"SLE",2021,102.050325318903,110.0401,"-405617829",-7.26
"SLV",2021,101.188706383734,105.0625,"-998655282",-3.687
"SMR",2021,98.4323098754889,101.30218701,"-43298268",-2.833
"SOM",2021,105.500512163817,106.812,"-89806978",-1.23
"SRB",2021,106.419042683402,108.056,"-746709136",-1.51
"STP",2021,104.879009887071,107.64,"-9932744",-2.57
"SUR",2021,81.756133909185,104.6525,"-1203496520",-21.88
"SVK",2021,99.5443690979518,105.523223,"-5948795177",-5.67
"SVN",2021,103.53480241263,105.75027024,"-1116221523",-2.09
"SWE",2021,102.794648502314,103.54298562,"-4114516734",-0.72
"SWZ",2021,106.217145645396,105.165,"46345293",1
"SYC",2021,99.5996064055864,106.7089,"-117932315",-6.66
"SYR",2021,93.3386550825164,NA,NA,NA
"TCD",2021,97.2191933437896,110.564,"-1404681991",-12.1
"TGO",2021,107.145724690452,111.3025,"-211923851",-3.735
"THA",2021,95.2115785030254,105.5756,"-47713900181",-9.82
"TJK",2021,114.004854275103,110.775,"353463704",3
"TLS",2021,133.932778819541,109.7254,"474490937",22.06
"TON",2021,97.7754518995842,106.6732257,"-43222159",-8.3
"TTO",2021,91.6717242908467,103.81819664,"-2875735589",-11.7
"TUN",2021,95.3995345517733,104.8572,"-4661391668",-9.02
"TUR",2021,113.561195921477,107.12,"64179393545",6
"TUV",2021,101.819696969697,108.8098872,"-3204369",-6.42
"TZA",2021,106.382186277047,112.2538,"-3541672249",-5.231
"UGA",2021,106.55460214635,112.7835,"-2466646490",-5.523
"UKR",2021,99.5196005606519,108.0554,"-8701744723",-7.899
"URY",2021,98.0091787636905,106.0875,"-4484546288",-7.61
"USA",2021,102.968897140421,103.5306,"-111941623566",-0.543
"UZB",2021,109.42582740794,112.042,"-2777366366",-2.335
"VCT",2021,95.3501652461574,104.6529,"-80167070",-8.89
"VNM",2021,105.53991265672,113.4225,"-24826024256",-6.949756
"VUT",2021,95.0767645142097,105.9868,"-94284431",-10.294
"WSM",2021,90.0122555142163,106.68325012,"-156191422",-15.63
"ZAF",2021,98.2467477654512,102.2117,"-14254700511",-3.879
"ZMB",2021,100.714682952192,105.2676,"-1096791418",-4.325089
"ZWE",2021,97.5296662156714,105.2675,"-1595624791",-7.35
"ABW",2022,99.1519456898709,103.234221,"-138017194",-3.954
"AGO",2022,98.1050111995642,107.05408,"-7440142605",-8.359
"ALB",2022,108.38771613172,110.871684,"-322113325",-2
"ARE",2022,104.575850247036,108.84834,"-17232499758",-3.93
"ARG",2022,104.592647168956,102.3836814,"12623151172",2.16
"ARM",2022,108.6832768,116.3145904,"-981958948",-6.56
"ATG",2022,89.0719438217711,108.0326359596,"-309100207",-17.6
"AUS",2022,108.78563993911,107.734774253513,"15676594924",0.975
"AUT",2022,102.445124409435,104.877133425,"-10073924828",-2.32
"AZE",2022,105.303686287426,106.6417143,"-717350597",-1.255
"BDI",2022,104.277839675328,106.433124,"-69137997",-2.025
"BEL",2022,102.964982309756,103.97554871835,"-5003896668",-0.972
"BEN",2022,117.671176910132,121.4767763,"-539626663",-3.13
"BFA",2022,113.648948551151,119.1016,"-817986543",-4.58
"BGD",2022,118.548122250546,123.4224688,"-12569405746",-3.949
"BGR",2022,106.544087143903,109.484983,"-1689376256",-3
"BHR",2022,100.847467347057,107.0596096,"-2173333198",-5.8
"BHS",2022,93.542790783936,103.290836821488,"-1225794055",-9.4
"BIH",2022,108.31263320383,111.6224714,"-609157484",-2.965
"BLR",2022,95.5655060279187,101.9115225,"-3745004793",-6.23
"BLZ",2022,104.237291122715,105.8086804,"-36118695",-1.49
"BOL",2022,100.024465067848,109.910064,"-3775629543",-8.994
"BRA",2022,103.955211544809,107.0592,"-56482824912",-2.9
"BRB",2022,96.0253814558454,103.9878056,"-383006222",-7.66
"BRN",2022,100.767599679621,112.304649945891,"-1531986048",-10.27
"BTN",2022,91.0235693730374,120.6703872,"-732556418",-24.6
"BWA",2022,105.847610803047,113.0280324,"-1164069162",-6.353
"CAF",2022,103.437634996778,115.674320610124,"-243131849",-10.58
"CAN",2022,102.3347119005,105.32791195912,"-50769554216",-2.842
"CHE",2022,103.995589920764,104.53447054256,"-4026029843",-0.5155
"CHL",2022,107.227792521216,108.74225,"-3969101707",-1.39
"CHN",2022,113.505187885432,118.4286054,"-703868724898",-4.16
"CIV",2022,115.337026969811,122.733387,"-4427578668",-6.026
"CMR",2022,107.816323539918,113.571227,"-2158207734",-5.067
"COD",2022,114.633643132415,111.3001736,"1482982519",3
"COG",2022,93.4402063625263,109.1454976,"-1515151441",-14.39
"COL",2022,111.129512341924,111.8383756,"-2278243836",-0.63
"COM",2022,103.42814289557,112.5899936,"-100124716",-8.137
"CPV",2022,94.8290269047446,115.7625,"-400901922",-18.08
"CRI",2022,107.673878952687,108.9534,"-823787518",-1.174
"CYP",2022,104.500195074095,108.42808123326,"-982446329",-3.6226
"DEU",2022,100.360088800148,104.076069026249,"-133650647734",-3.57
"DJI",2022,109.353642503676,125.8524,"-499702916",-13.1
"DMA",2022,93.9670838265723,113.213178378557,"-109101179",-17
"DNK",2022,105.437417714783,105.366043690818,"237391819",0.068
"DOM",2022,110.305089257076,115.7625,"-4872779695",-5
"DZA",2022,101.855695499799,106.4329196,"-8117963219",-4.301
"ECU",2022,98.6796168733501,102.2136192,"-3594156003",-3.457
"EGY",2022,114.048641493195,118.87688,"-19218196430",-4.06
"ESP",2022,97.255493080634,105.311265024557,"-106651854290",-7.65
"EST",2022,108.492025481584,108.7430736,"-67521045",-0.2309
"ETH",2022,116.687226178909,121.1335272,"-3985665147",-3.671
"FIN",2022,102.909289952171,104.392775963931,"-3779093975",-1.42
"FJI",2022,90.6605602881357,107.788779,"-893409485",-15.89
"FRA",2022,100.933797943461,104.045313914255,"-81422538419",-2.99
"FSM",2022,94.6156227419576,102.13391356988,"-24995199",-7.36
"GAB",2022,102.324808678593,109.803768,"-1156265181",-6.81
"GBR",2022,99.0353309071367,104.560603046453,"-175381185002",-5.28
"GEO",2022,113.230121886168,113.8982075,"-118637997",-0.5866
"GHA",2022,109.649653804736,117.5218656,"-4917432957",-6.7
"GIN",2022,114.026715971962,119.1016,"-612807913",-4.26
"GMB",2022,108.589013484697,118.650997,"-168792551",-8
"GNB",2022,106.066800000851,115.65225,"-119696325",-8
"GNQ",2022,97.2416266159787,93.940504,"331806618",3.5
"GRC",2022,103.705639374953,105.36322324313,"-3380024330",-1.57
"GRD",2022,95.534799290675,109.2723912,"-155913473",-12.57
"GTM",2022,109.70201331528,109.697472,"3214536",0.0041
"GUY",2022,271.692887127871,236.423811,"1788509538",14.9
"HKG",2022,98.5380877320041,106.722233971302,"-27154340162",-7.67
"HND",2022,105.999157360702,110.8717875,"-1186989488",-4
"HRV",2022,110.219743758028,107.5838976,"1507858999",2.45
"HTI",2022,93.4930559738232,99.480498,"-926505996",-6.02
"HUN",2022,107.44360434803,108.425628,"-1447256472",-0.906
"IDN",2022,106.839636549822,116.3145904,"-99423555682",-8.15
"IND",2022,108.535634644821,119.1012818,"-283766640278",-9
"IRL",2022,131.468053443608,109.84241208409,"80286556360",19.7
"IRN",2022,111.32422956534,102.01,"40451954982",9.13
"IRQ",2022,99.0895320738938,110.6361425,"-23297064243",-10.437
"ISL",2022,102.190491170812,105.822950278608,"-757103563",-3.43
"ISR",2022,113.127953869062,109.614642973772,"12593823115",3.2051
"ITA",2022,100.124135042632,102.011191504331,"-36196717264",-1.85
"JAM",2022,97.1524800000001,104.359464,"-1076300236",-7
"JOR",2022,103.110898180896,107.26912,"-1742137925",-4
"JPN",2022,98.7693820595314,101.7094168,"-134331761493",-2.89
"KAZ",2022,104.542425,111.7308391,"-15175243344",-6.434
"KEN",2022,113.128792161103,118.652584,"-4654620128",-4.655
"KGZ",2022,100.118755792176,112.70272,"-996728502",-11.166
"KHM",2022,104.602046494708,121.8186432,"-4090674030",-14.13
"KIR",2022,102.458963014434,106.454641754052,"-7073082",-3.753
"KNA",2022,90.5039760304324,109.483335,"-200465937",-17.335
"KOR",2022,106.081297234359,108.066430591522,"-32513508246",-1.837
"KWT",2022,100.177618658797,106.32888,"-7040887422",-5.79
"LAO",2022,105.590997816087,118.0931136,"-2311871952",-10.6
"LBN",2022,69.150796044456,101.204706,"-14948966008",-31.7
"LBR",2022,105.637514373589,109.2511992,"-116047492",-3.3077
"LBY",2022,153.275630961376,99.964,"32493555524",53.3
"LCA",2022,92.1685948337965,108.847104,"-330474925",-15.32
"LKA",2022,90.5395105864364,111.0856177,"-19972306759",-18.5
"LSO",2022,95.2486803708307,105.6935116,"-249818371",-9.882
"LTU",2022,106.846695259837,107.759161072609,"-439790971",-0.85
"LUX",2022,107.75134592465,108.285808468572,"-353665101",-0.494
"LVA",2022,104.769525074493,108.967309962849,"-1291020941",-3.852
"MAC",2022,41.8828208035452,99.3017883953664,"-29326152046",-57.8
"MAR",2022,101.346882825148,111.300588,"-12308010550",-8.943
"MDA",2022,103.911562939026,111.6231984,"-706036485",-6.91
"MDG",2022,99.468925868632,115.42986,"-2104666290",-14
"MDV",2022,105.926556208494,117.646848,"-635831309",-10
"MEX",2022,98.8414088301419,105.3910968,"-82039241778",-6
"MHL",2022,100.726718205561,106.281601406248,"-12384795",-5.23
"MKD",2022,99.599355270095,109.9103736,"-1153337914",-9.38
"MLI",2022,103.659123099666,115.542105,"-1904692401",-10.28
"MLT",2022,107.423117068179,112.0093467264,"-655963650",-4.095
"MMR",2022,87.1405698585869,121.7045808,"-28925580487",-28.4
"MNE",2022,101.349699447762,109.3783776,"-383751256",-7.34
"MNG",2022,100.848096954851,117.09023,"-2302251917",-13.87
"MOZ",2022,104.776109892897,112.8098376,"-1460820156",-7.121
"MRT",2022,105.496517840338,121.5598622,"-1176021012",-13.21
"MUS",2022,93.6087667489045,112.37824,"-2603579761",-16.7
"MWI",2022,105.17673425843,116.0928288,"-816244784",-9.4
"MYS",2022,104.990705739519,114.1166125,"-33273207320",-8
"NAM",2022,97.0913192094473,104.5649907,"-840512267",-7
"NER",2022,110.249927225811,125.256384,"-1832606236",-12
"NGA",2022,104.895129574708,106.4332261,"-7834630428",-1.45
"NIC",2022,112.767009025567,101.09797,"1514335110",11.5
"NLD",2022,105.376786087406,104.726510405875,"5463944201",0.621
"NOR",2022,106.899415508232,105.753655996437,"4657146203",1.08
"NPL",2022,107.631244914972,120.794856,"-4028761533",-10.9
"NRU",2022,103.590666666667,103.695532839277,"-93981",-0.101
"NZL",2022,106.673690239332,108.12457687311,"-2932977456",-1.34
"OMN",2022,104.098212604096,112.8099413,"-7235403488",-7.72
"PAK",2022,110.61448694668,109.585408,"3338455522",0.94
"PAN",2022,101.421424395502,114.2248736,"-8195044617",-11.21
"PER",2022,103.614638096431,110.657232,"-15142998014",-6.36
"PHL",2022,102.525182156135,119.6642484,"-67909228812",-14.323
"PLW",2022,73.466372355683,106.120392,"-88214883",-30.8
"PNG",2022,100.806629500228,109.060623,"-2040375568",-7.57
"POL",2022,109.246837292628,110.3363828,"-6226786537",-0.99
"PRI",2022,102.944024647602,97.7737061266875,"4983657037",5.29
"PRT",2022,102.178637586887,104.67086,"-5541765106",-2.381
"PRY",2022,102.936863597774,111.1914942,"-3357736134",-7.42
"QAT",2022,101.717141192712,108.099936,"-10692146885",-5.905
"ROU",2022,105.891743221718,109.9101674,"-8759567703",-3.66
"RUS",2022,98.4839867635125,105.2905184,"-99480871158",-6.46
"RWA",2022,113.605533568632,126.08784,"-1395883478",-9.9
"SAU",2022,107.141107878771,106.6412032,"3394988753",0.469
"SDN",2022,94.8227827891831,98.2044168,"-2850866424",-3.443
"SEN",2022,112.666666280282,122.27532,"-2167773221",-7.86
"SGP",2022,106.270732553901,104.854828586762,"4953651464",1.35
"SLB",2022,92.0856043628501,108.5317168,"-244664094",-15.153
"SLE",2022,105.826187355702,115.542105,"-493249132",-8.41
"SLV",2022,103.617235336944,107.6890625,"-1049707885",-3.781
"SMR",2022,101.531943313468,101.80768492318,"-4160155",-0.271
"SOM",2022,107.552497125403,110.55042,"-205289281",-2.71
"SRB",2022,110.152222700736,112.37824,"-1015412825",-1.98
"STP",2022,106.032678995828,112.4838,"-23208100",-5.74
"SUR",2022,82.8189636500044,106.8502025,"-1263148580",-22.49
"SVK",2022,101.336167741715,108.42405640027,"-7052254254",-6.54
"SVN",2022,109.44146289027,108.189928974437,"630561670",1.16
"SWE",2022,105.468337309859,105.586924156139,"-652015718",-0.11
"SWZ",2022,107.385534247495,107.794125,"-17997754",-0.379
"SYC",2022,110.555563110201,110.3370026,"3625585",0.2
"SYR",2022,90.0718021546283,NA,NA,NA
"TCD",2022,100.232988337447,115.871072,"-1646073642",-13.5
"TGO",2022,112.288719475593,117.4241375,"-261817751",-4.373
"THA",2022,98.4487721721283,108.6372924,"-46905927133",-9.38
"TJK",2022,121.98519407436,116.31375,"620662562",5
"TLS",2022,138.352560520586,115.21167,"453586607",20.09
"TON",2022,96.2110446691908,109.261118155482,"-63392526",-11.9
"TTO",2022,95.3725118004682,105.870682387573,"-2485492240",-9.92
"TUN",2022,97.7845229155676,107.5834872,"-4829607340",-9.108
"TUR",2022,118.898572129786,111.4048,"74667151336",7
"TUV",2022,104.874287878788,113.317880826696,"-3870622",-7.45
"TZA",2022,111.275766845791,119.2135356,"-4787947000",-6.658
"UGA",2022,111.562668447228,119.55051,"-3163189025",-6.682
"UKR",2022,64.6877403644237,112.5937268,"-48837331247",-42.548
"URY",2022,102.909637701875,109.4823,"-3648704657",-6
"USA",2022,104.925306186089,105.2906202,"-72803339223",-0.347
"UZB",2022,115.663099570192,118.76452,"-3292512434",-2.611
"VCT",2022,100.117673508465,107.0599167,"-59825343",-6.48
"VNM",2022,113.138786368004,120.68154,"-23755725940",-6.25013
"VUT",2022,97.1684533335223,108.9544304,"-101854311",-10.817
"WSM",2022,84.6115201833634,109.05695243517,"-229030536",-22.42
"ZAF",2022,100.113435972995,103.7448755,"-13055663680",-3.5
"ZMB",2022,103.736123440758,109.478304,"-1383283352",-5.24504
"ZWE",2022,100.845674867004,108.21499,"-1519632270",-6.81
"ABW",2023,101.085408630823,104.369797431,"-111041538",-3.147
"AGO",2023,100.851951513152,110.2657024,"-7826473414",-8.537
"ALB",2023,110.772245886617,114.75219294,"-516107312",-3
"ARE",2023,108.863460107165,112.1137902,"-13109759362",-2.9
"ARG",2023,106.684500112335,104.7385060722,"11120397289",1.86
"ARM",2023,113.1392911488,122.3629491008,"-1186853789",-7.54
"ATG",2023,94.0858035394986,110.193288678792,"-262586775",-14.6
"AUS",2023,110.842776390358,110.612370073825,"3437153332",0.208
"AUT",2023,103.469575653529,106.51321670643,"-12607441409",-2.86
"AZE",2023,108.252189503474,108.8811903003,"-337223207",-0.578
"BDI",2023,107.406174865588,108.774652728,"-43898532",-1.258
"BEL",2023,103.357278892356,105.388576425432,"-10058124702",-1.927
"BEN",2023,124.96678987856,129.6157203121,"-659209380",-3.59
"BFA",2023,119.331395978709,126.247696,"-1037557672",-5.48
"BGD",2023,124.712624607574,132.4323090224,"-19906636645",-5.829
"BGR",2023,108.355336625349,112.879017473,"-2598595594",-4
"BHR",2023,104.074586302163,109.6290402304,"-1943239325",-5.07
"BHS",2023,97.3780452060774,104.942457302263,"-951207180",-7.2
"BIH",2023,111.020449033925,115.9757477846,"-911995434",-4.273
"BLR",2023,93.3674993892766,102.4210801125,"-5342832524",-8.84
"BLZ",2023,106.32203694517,107.7132366472,"-31977002",-1.29
"BOL",2023,103.125223484951,113.647006176,"-4018608669",-9.258
"BRA",2023,104.786853237167,109.6286208,"-88104937716",-4.42
"BRB",2023,100.634599765726,105.90118122304,"-253331577",-4.97
"BRN",2023,104.136260536911,115.031406846577,"-1446748671",-9.47
"BTN",2023,94.7555357173319,128.1519512064,"-825206896",-26.1
"BWA",2023,110.081515235168,117.7752097608,"-1247279483",-6.533
"CAF",2023,106.540764046682,121.44299897895,"-296093898",-12.27
"CAN",2023,103.819588570176,107.118486462425,"-55954687997",-3.08
"CHE",2023,104.82755464013,106.207022071241,"-10306136129",-1.2988
"CHL",2023,106.262742388525,112.0045175,"-15048087990",-5.13
"CHN",2023,118.385910964506,125.1790359078,"-971168538472",-5.43
"CIV",2023,123.179944803758,131.447457477,"-4949064485",-6.29
"CMR",2023,112.452425452135,118.681932215,"-2336193782",-5.249
"COD",2023,121.97019629289,115.3069798496,"2964308930",5.78
"COG",2023,96.8974939979398,111.7649895424,"-1434325983",-13.3
"COL",2023,112.574196002369,116.2000722484,"-11653347969",-3.12
"COM",2023,106.841271611124,116.6432333696,"-107120130",-8.403
"CPV",2023,99.3808201961724,121.550625,"-424579204",-18.24
"CRI",2023,110.796421442315,112.4399088,"-1058118093",-1.462
"CYP",2023,107.07403487877,111.093243469974,"-1005287976",-3.6179
"DEU",2023,100.065030139076,105.361408478723,"-190491970535",-5.03
"DJI",2023,115.149385556371,136.4240016,"-644350806",-15.6
"DMA",2023,98.2895696825946,115.575937411317,"-97991990",-15
"DNK",2023,106.070042221072,106.971822196666,"-2999343134",-0.843
"DOM",2023,115.599733541415,121.550625,"-5313395754",-5
"DZA",2023,104.198376496295,108.7744438312,"-8115911631",-4.207
"ECU",2023,101.738684996424,103.4401826304,"-1730459510",-1.645
"EGY",2023,119.180830360389,126.0094928,"-27180632426",-5.42
"ESP",2023,98.4332571018404,107.046794672162,"-114036216549",-8.05
"EST",2023,110.444881940253,111.7878796608,"-361208083",-1.2014
"ETH",2023,122.871649166391,129.7340076312,"-6151419535",-5.29
"FIN",2023,103.389876336248,105.794770945127,"-6126328563",-2.27
"FJI",2023,95.556230543695,111.02244237,"-806719051",-13.93
"FRA",2023,101.597942333929,105.493624683942,"-101942702139",-3.69
"FSM",2023,97.4540914242163,102.746717051299,"-17595785",-5.15
"GAB",2023,105.394552938951,113.427292344,"-1241880920",-7.08
"GBR",2023,99.3472921994942,106.163517091155,"-216358139218",-6.42
"GEO",2023,117.759326761615,119.0236268375,"-224513184",-1.0622
"GHA",2023,112.610194457464,122.9278714176,"-6445010125",-8.39
"GIN",2023,120.070131918476,126.247696,"-745959934",-4.89
"GMB",2023,112.932574024085,125.176801835,"-205400302",-10
"GNB",2023,110.839806000889,121.4348625,"-132303578",-9
"GNQ",2023,94.7133443239632,89.431359808,"530909519",5.9
"GRC",2023,105.583748504033,106.308331355621,"-1477516592",-0.68
"GRD",2023,98.5919128679766,112.7691077184,"-160902704",-12.57
"GTM",2023,113.102775728053,113.207791104,"-74334356",-0.0928
"GUY",2023,340.159494684094,270.941687406,"3510063833",25.5
"HKG",2023,102.425415293032,109.653893738494,"-23983511147",-6.59
"HND",2023,109.285131238883,114.7523000625,"-1331821160",-5
"HRV",2023,111.101501708093,110.1659111424,"535212819",0.85
"HTI",2023,92.4646323581112,100.873224972,"-1301158565",-8.34
"HUN",2023,107.98082236977,111.244694328,"-4810128355",-2.934
"IDN",2023,111.967939104213,122.3629491008,"-109077983023",-8.5
"IND",2023,115.698986531379,126.3664599898,"-286501438019",-8
"IRL",2023,136.726775581353,112.83342096514,"88705584733",21.2
"IRN",2023,113.773362615778,103.0301,"46658284793",10.43
"IRQ",2023,103.05311335685,113.4020460625,"-20880565048",-9.126
"ISL",2023,105.170365893352,107.989146070811,"-587510679",-2.61
"ISR",2023,116.536499119137,112.957889584472,"12827892782",3.1681
"ITA",2023,99.9429103582052,102.670183801449,"-52313403298",-2.66
"JAM",2023,99.0955296000001,106.44665328,"-1097826241",-7
"JOR",2023,105.585559737237,109.950848,"-1828890946",-4
"JPN",2023,100.362532192152,102.1162544672,"-80128509754",-1.72
"KAZ",2023,108.201409875,115.8648801467,"-16178120044",-6.614
"KEN",2023,118.785231769158,125.534433872,"-5687211407",-5.376
"KGZ",2023,103.622912244902,117.43623424,"-1094101311",-11.762
"KHM",2023,110.041352912433,130.1023109376,"-4766496039",-15.42
"KIR",2023,104.815519163766,108.517732711246,"-6553594",-3.412
"KNA",2023,94.8771281522229,112.39449687765,"-185023938",-15.586
"KOR",2023,108.249598949829,111.172259806722,"-47868803134",-2.629
"KWT",2023,102.682059125266,108.4554576,"-6608376144",-5.32
"LAO",2023,109.603455733099,124.7063279616,"-2792799819",-12.1
"LBR",2023,110.602477549147,113.8397495664,"-103959619",-2.8437
"LBY",2023,93.7178739819993,99.964,"-3807027452",-6.2
"LCA",2023,96.2240130064836,111.459434496,"-301880985",-13.67
"LKA",2023,86.7368511418061,115.1957855549,"-27664148979",-24.7
"LSO",2023,97.4394000193598,108.6529299248,"-268204025",-10.321
"LTU",2023,108.036967445031,110.234389002447,"-1059114924",-1.99
"LUX",2023,108.958160999006,111.10232234684,"-1418836637",-1.93
"LVA",2023,106.45421903769,112.259212396827,"-1785314919",-5.171
"MAC",2023,65.6098576169616,99.6453725832144,"-17383292120",-34.2
"MAR",2023,104.894023724029,115.530010344,"-13151668974",-9.206
"MDA",2023,105.574147946051,115.8648799392,"-942164899",-8.88
"MDG",2023,103.646620755115,121.201353,"-2314830253",-14
"MDV",2023,114.612533817591,124.235071488,"-522027168",-7.7
"MEX",2023,99.7309815096132,107.8150920264,"-101258914974",-7
"MHL",2023,102.942706006084,108.030996565395,"-11344512",-4.71
"MKD",2023,101.989739796577,113.3175951816,"-1267076120",-10
"MLI",2023,107.805488023653,121.203668145,"-2147559601",-11.05
"MLT",2023,110.984193398989,115.694454233699,"-673703700",-4.071
"MMR",2023,89.7547869543445,129.9804922944,"-33663682130",-30.9
"MNE",2023,104.795589228986,112.8784856832,"-386342759",-7.161
"MNG",2023,106.193046093458,123.53019265,"-2457465333",-14.03
"MOZ",2023,110.014915387542,117.7734704544,"-1410783889",-6.588
"MRT",2023,110.876840250195,132.1355702114,"-1556382816",-16.09
"MUS",2023,98.7572489200942,116.8733696,"-2512950924",-15.5
"MWI",2023,108.332036286183,122.2457487264,"-1040389964",-11.4
"MYS",2023,109.1903339691,119.2518600625,"-36684490916",-8.44
"NAM",2023,99.0331455936363,106.5517255233,"-845562810",-7
"NER",2023,118.077672058843,140.161893696,"-2696951245",-15.8
"NGA",2023,107.937088332374,108.6683238481,"-3724707733",-0.67
"NIC",2023,115.022349206079,102.1089497,"1675820453",12.6
"NLD",2023,106.217692840383,106.263895578633,"-388218706",-0.043
"NOR",2023,109.647799480948,107.508109149418,"8697157302",1.99
"NPL",2023,113.120438405636,128.767316496,"-4788772636",-12.15
"NRU",2023,105.558889333333,105.6356762587,"-68816",-0.073
"NZL",2023,108.706890775294,110.788766447263,"-4208526200",-1.88
"OMN",2023,108.158042895655,117.6607687759,"-7892355051",-8.08
"PAK",2023,112.826776685614,113.859238912,"-3349431287",-0.91
"PAN",2023,105.9853884933,119.7076675328,"-8783155787",-11.46
"PER",2023,106.308618686939,114.640892352,"-17916069746",-7.27
"PHL",2023,108.061541992566,127.0834318008,"-75369442480",-14.968
"PLW",2023,86.8372521244174,108.24279984,"-57827119",-19.8
"PNG",2023,104.334861532736,112.33244169,"-1976990551",-7.12
"POL",2023,110.011565153676,113.7568106668,"-21404194851",-3.29
"PRI",2023,103.355800746192,97.0374701195535,"6090223022",6.51
"PRT",2023,102.842798731201,106.2409229,"-7556149823",-3.199
"PRY",2023,108.289580504859,115.4167709796,"-2899127307",-6.18
"QAT",2023,105.175523993264,111.559133952,"-10693512387",-5.722
"ROU",2023,108.644928545483,113.3173825894,"-10185255643",-4.12
"RUS",2023,96.2385518653044,107.1857477312,"-159998754084",-10.21
"RWA",2023,121.21710431773,136.1748672,"-1672711224",-10.98
"SAU",2023,111.105328870285,109.2005920768,"12935586053",1.744
"SDN",2023,96.7192384449668,98.4008256336,"-1417652070",-1.709
"SEN",2023,121.679999582704,130.8345924,"-2065334202",-7
"SGP",2023,108.668200280317,107.319965606837,"4716905114",1.256
"SLB",2023,94.4798300762842,111.4620731536,"-252639956",-15.236
"SLE",2023,109.741756287863,121.31921025,"-587753964",-9.54
"SLV",2023,105.689580043683,110.3812890625,"-1209512034",-4.25
"SMR",2023,102.296478846618,102.315705270947,"-290072",-0.019
"SOM",2023,110.866189561836,114.4196847,"-243333298",-3.11
"SRB",2023,113.126332713656,116.8733696,"-1709236182",-3.21
"STP",2023,108.259365254741,117.545571,"-33407401",-7.9
"SUR",2023,84.7237998139545,109.0940567525,"-1280968311",-22.34
"SVK",2023,102.856210257841,111.404633710713,"-8505446201",-7.67
"SVN",2023,111.271324149796,110.607973887015,"334216472",0.6
"SWE",2023,105.324900371118,107.67754525443,"-12935342257",-2.18
"SWZ",2023,110.17755813793,110.488978125,"-13717540",-0.282
"SYC",2023,116.304452391931,114.0884606884,"36759916",1.94
"SYR",2023,87.1895044856802,NA,NA,NA
"TCD",2023,103.540676952583,121.432883456,"-1883343903",-14.7
"TGO",2023,118.576887766227,123.8824650625,"-270492940",-4.283
"THA",2023,101.992927970325,111.7877738796,"-45093528621",-8.76
"TJK",2023,128.084453778078,122.1294375,"651695690",5
"TLS",2023,144.16336806245,120.9722535,"454571053",19.17
"TON",2023,99.3860091432741,111.5643425262,"-59157929",-10.9
"TTO",2023,98.6790767845904,107.581552614956,"-2107703853",-8.28
"TUN",2023,101.011412171781,110.3806578672,"-4617812298",-8.488
"TUR",2023,122.10883357729,115.860992,"62252831350",5
"TUV",2023,108.544887954546,117.730479106088,"-4210761",-7.8
"TZA",2023,117.173382488618,126.6047748072,"-5688879074",-7.449
"UGA",2023,117.698615211826,126.7235406,"-3573874714",-7.122
"UKR",2023,66.8224357964497,117.3226633256,"-51482007226",-43.044
"URY",2023,105.688197919826,112.9857336,"-4051106114",-6.46
"USA",2023,105.44993271702,107.0805607434,"-324967454933",-1.523
"UZB",2023,121.330591449132,125.8903912,"-4840748849",-3.622
"VCT",2023,106.124733918973,109.5222947841,"-29278756",-3.1
"VNM",2023,120.266529909188,128.40515856,"-25632420359",-6.338241
"VUT",2023,100.472180746862,112.1141088816,"-100609441",-10.384
"WSM",2023,87.9959809906979,111.493284752572,"-220147471",-21.08
"ZAF",2023,101.515024076617,105.3010486325,"-13611424042",-3.595
"ZMB",2023,107.781832254947,113.85743616,"-1463604575",-5.33615
"ZWE",2023,104.476119162216,111.24500972,"-1395818246",-6.08
"ABW",2024,102.278216452667,105.517865202741,"-109528926",-3.07
"AGO",2024,103.776658107033,113.573673472,"-8145114653",-8.626
"ALB",2024,114.538502246762,118.7685196929,"-548535673",-4
"ARE",2024,111.36731968963,115.477203906,"-16576652692",-3.56
"ARG",2024,108.818190114582,107.147491711861,"9547218339",1.56
"ARM",2024,118.569977123942,128.725822454042,"-1306802960",-7.89
"ATG",2024,99.1814906591978,112.397154452368,"-215443845",-11.8
"AUS",2024,112.839054793149,113.532536643774,"-10345217480",-0.611
"AUT",2024,105.435497590946,108.17482288705,"-11346897539",-2.53
"AZE",2024,111.066746430564,111.167695296606,"-54121236",-0.091
"BDI",2024,111.702421860211,111.167695088016,"17153160",0.481
"BEL",2024,104.814616524738,106.823968836347,"-9949461264",-1.881
