"country","iso3c","Country Name","Year","GDP Growth","neg_growth","iso2c","status","lastupdated","SP.POP.TOTL","region","capital","longitude","latitude","income","lending","GDP Growth Avg (2010-19)"
"South Asia","SAS","South Asia",2001,4.43609765878863,FALSE,"8S","","2022-12-22",1434306106,"Aggregates","","","","Aggregates","Aggregates",6.2734334976755575
"South Asia","SAS","South Asia",2002,3.6023935133986,FALSE,"8S","","2022-12-22",1462021914,"Aggregates","","","","Aggregates","Aggregates",6.2734334976755575
"South Asia","SAS","South Asia",2003,7.25192951807303,FALSE,"8S","","2022-12-22",1489278936,"Aggregates","","","","Aggregates","Aggregates",6.2734334976755575
"South Asia","SAS","South Asia",1977,6.25339667504944,FALSE,"8S","","2022-12-22",844313926,"Aggregates","","","","Aggregates","Aggregates",6.2734334976755575
"South Asia","SAS","South Asia",1978,6.11086417756994,FALSE,"8S","","2022-12-22",863971060,"Aggregates","","","","Aggregates","Aggregates",6.2734334976755575
"South Asia","SAS","South Asia",1966,1.18866241146111,FALSE,"8S","","2022-12-22",657462990,"Aggregates","","","","Aggregates","Aggregates",6.2734334976755575
"South Asia","SAS","South Asia",1967,6.11801779546117,FALSE,"8S","","2022-12-22",672488495,"Aggregates","","","","Aggregates","Aggregates",6.2734334976755575
"South Asia","SAS","South Asia",1968,4.56952922548955,FALSE,"8S","","2022-12-22",688104253,"Aggregates","","","","Aggregates","Aggregates",6.2734334976755575
"South Asia","SAS","South Asia",1973,3.84126466366172,FALSE,"8S","","2022-12-22",770165966,"Aggregates","","","","Aggregates","Aggregates",6.2734334976755575
"South Asia","SAS","South Asia",1970,5.83842564105899,FALSE,"8S","","2022-12-22",720496162,"Aggregates","","","","Aggregates","Aggregates",6.2734334976755575
"South Asia","SAS","South Asia",1971,0.617746446264505,FALSE,"8S","","2022-12-22",736228624,"Aggregates","","","","Aggregates","Aggregates",6.2734334976755575
"South Asia","SAS","South Asia",1972,-1.79601227838317,TRUE,"8S","","2022-12-22",752485568,"Aggregates","","","","Aggregates","Aggregates",6.2734334976755575
"South Asia","SAS","South Asia",1974,2.46101228916784,FALSE,"8S","","2022-12-22",788296824,"Aggregates","","","","Aggregates","Aggregates",6.2734334976755575
"South Asia","SAS","South Asia",1975,6.93198659897791,FALSE,"8S","","2022-12-22",806685026,"Aggregates","","","","Aggregates","Aggregates",6.2734334976755575
"South Asia","SAS","South Asia",1976,2.57019073649694,FALSE,"8S","","2022-12-22",825242937,"Aggregates","","","","Aggregates","Aggregates",6.2734334976755575
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1961,0.957600718956272,FALSE,"ZG","","2022-12-22",233483265,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1962,6.05845318711195,FALSE,"ZG","","2022-12-22",239280622,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1963,6.11208935707803,FALSE,"ZG","","2022-12-22",245298063,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1964,4.94967864906586,FALSE,"ZG","","2022-12-22",251565974,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1965,4.75041383463297,FALSE,"ZG","","2022-12-22",258078554,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1966,1.33195102957022,FALSE,"ZG","","2022-12-22",264754002,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1967,-1.24686964101278,TRUE,"ZG","","2022-12-22",271633185,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1968,2.98106016079527,FALSE,"ZG","","2022-12-22",278796894,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1969,9.37865458522278,FALSE,"ZG","","2022-12-22",286211901,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1970,10.2876699034456,FALSE,"ZG","","2022-12-22",293900563,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1971,7.8372170724452,FALSE,"ZG","","2022-12-22",301839225,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1972,2.61470209285352,FALSE,"ZG","","2022-12-22",309963136,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1973,4.3419822566489,FALSE,"ZG","","2022-12-22",318464764,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1974,7.92219747672154,FALSE,"ZG","","2022-12-22",327466848,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1975,-0.130650431992251,TRUE,"ZG","","2022-12-22",336832917,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1976,5.52022276895308,FALSE,"ZG","","2022-12-22",346461069,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1977,2.90930366216038,FALSE,"ZG","","2022-12-22",356243762,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1978,-0.541739557623259,TRUE,"ZG","","2022-12-22",366688083,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1979,3.96681137352022,FALSE,"ZG","","2022-12-22",377775643,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1980,3.77232630814166,FALSE,"ZG","","2022-12-22",388793467,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1981,-0.758311675232164,TRUE,"ZG","","2022-12-22",400260774,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1982,-1.09173609627888,TRUE,"ZG","","2022-12-22",412410102,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1983,-2.52844502657061,TRUE,"ZG","","2022-12-22",424346370,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1984,2.06883619707925,FALSE,"ZG","","2022-12-22",436263644,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1985,1.82098989801818,FALSE,"ZG","","2022-12-22",448755435,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1986,1.94607829335742,FALSE,"ZG","","2022-12-22",461756164,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1987,3.15134703432629,FALSE,"ZG","","2022-12-22",475250346,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1988,4.3415773170145,FALSE,"ZG","","2022-12-22",488764908,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1989,2.66641358851152,FALSE,"ZG","","2022-12-22",502517080,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1990,2.47992124296381,FALSE,"ZG","","2022-12-22",516629688,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1991,0.508587403100876,FALSE,"ZG","","2022-12-22",530716971,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1992,-0.111686852417776,TRUE,"ZG","","2022-12-22",544899623,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1993,-0.704851825484667,TRUE,"ZG","","2022-12-22",559413902,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1994,1.07858967526917,FALSE,"ZG","","2022-12-22",574094137,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1995,3.34544801347909,FALSE,"ZG","","2022-12-22",589328085,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1996,5.1157240749464,FALSE,"ZG","","2022-12-22",605186062,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1997,4.35148015497089,FALSE,"ZG","","2022-12-22",621065325,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1998,2.49363912540757,FALSE,"ZG","","2022-12-22",637198518,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",1999,2.16306209614929,FALSE,"ZG","","2022-12-22",653883261,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2000,3.50694141530195,FALSE,"ZG","","2022-12-22",671212486,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2001,4.27129489047712,FALSE,"ZG","","2022-12-22",689161982,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2002,6.30988671615656,FALSE,"ZG","","2022-12-22",707693440,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2003,4.1001692808303,FALSE,"ZG","","2022-12-22",726785433,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2004,6.55845258061549,FALSE,"ZG","","2022-12-22",746546802,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2005,6.00507947326341,FALSE,"ZG","","2022-12-22",766978666,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2006,6.06152748667851,FALSE,"ZG","","2022-12-22",788110000,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2007,6.13604145094186,FALSE,"ZG","","2022-12-22",810019264,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2008,5.13017661662501,FALSE,"ZG","","2022-12-22",832642735,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2009,2.99178197032803,FALSE,"ZG","","2022-12-22",855885698,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2010,5.95593172427755,FALSE,"ZG","","2022-12-22",879797419,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2011,4.1991759131881,FALSE,"ZG","","2022-12-22",904282154,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2012,2.71185166822261,FALSE,"ZG","","2022-12-22",929328653,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2013,5.0635183598479,FALSE,"ZG","","2022-12-22",955096428,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2014,4.8623967350746,FALSE,"ZG","","2022-12-22",981506334,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2015,2.87142271590066,FALSE,"ZG","","2022-12-22",1008698525,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2016,1.26714213718293,FALSE,"ZG","","2022-12-22",1036155715,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2017,2.43826000707364,FALSE,"ZG","","2022-12-22",1063885000,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2018,2.70570645259967,FALSE,"ZG","","2022-12-22",1092403699,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2019,2.5776397337378,FALSE,"ZG","","2022-12-22",1121548775,NA,NA,NA,NA,NA,NA,3.4653045447105457
"World","WLD","World (WBG members)",1961,3.78997874897406,FALSE,"1W","","2022-12-22",3072510552,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1962,5.31603745223454,FALSE,"1W","","2022-12-22",3126934725,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1963,5.18539614272058,FALSE,"1W","","2022-12-22",3193508879,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1964,6.55828455422598,FALSE,"1W","","2022-12-22",3260517816,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1965,5.54913054792064,FALSE,"1W","","2022-12-22",3328284623,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1966,5.71263324051361,FALSE,"1W","","2022-12-22",3398561224,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1967,4.1525815135107,FALSE,"1W","","2022-12-22",3468457168,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1968,5.94228572927837,FALSE,"1W","","2022-12-22",3540254815,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1969,5.81490055148839,FALSE,"1W","","2022-12-22",3614668576,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1970,3.96855809668347,FALSE,"1W","","2022-12-22",3690306927,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1971,4.27626621342847,FALSE,"1W","","2022-12-22",3768023181,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1972,5.61607240201691,FALSE,"1W","","2022-12-22",3843695351,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1973,6.40743351390884,FALSE,"1W","","2022-12-22",3920099706,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1974,1.79539371951962,FALSE,"1W","","2022-12-22",3995972023,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1975,0.633871865617991,FALSE,"1W","","2022-12-22",4070114517,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1976,5.30319479703594,FALSE,"1W","","2022-12-22",4143194666,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1977,4.09947863813622,FALSE,"1W","","2022-12-22",4215940807,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1978,4.13705432054199,FALSE,"1W","","2022-12-22",4289914737,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1979,4.17580758369782,FALSE,"1W","","2022-12-22",4365850756,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1980,1.87716831185196,FALSE,"1W","","2022-12-22",4442440474,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1981,1.93214366030709,FALSE,"1W","","2022-12-22",4520991254,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1982,0.393710033269741,FALSE,"1W","","2022-12-22",4602763792,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1983,2.64911331951029,FALSE,"1W","","2022-12-22",4684941826,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1984,4.674492234512,FALSE,"1W","","2022-12-22",4766716805,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1985,3.69860668389124,FALSE,"1W","","2022-12-22",4850160867,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1986,3.44286638142385,FALSE,"1W","","2022-12-22",4936097368,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1987,3.73217673998565,FALSE,"1W","","2022-12-22",5024386163,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1988,4.63828003130573,FALSE,"1W","","2022-12-22",5113492328,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1989,3.75422976662765,FALSE,"1W","","2022-12-22",5202698711,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1990,2.86593773063598,FALSE,"1W","","2022-12-22",5293517142,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1991,1.4598049277956,FALSE,"1W","","2022-12-22",5382656065,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1992,2.06976618277064,FALSE,"1W","","2022-12-22",5470276947,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1993,1.8081610850504,FALSE,"1W","","2022-12-22",5556722537,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1994,3.3053883355168,FALSE,"1W","","2022-12-22",5642128764,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1995,3.09206323764737,FALSE,"1W","","2022-12-22",5726801833,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1996,3.59320678847735,FALSE,"1W","","2022-12-22",5811624986,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1997,3.87773490009913,FALSE,"1W","","2022-12-22",5896077736,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1998,2.81917536609659,FALSE,"1W","","2022-12-22",5979730356,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",1999,3.55283987030062,FALSE,"1W","","2022-12-22",6062281732,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2000,4.51495666975022,FALSE,"1W","","2022-12-22",6144322697,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2001,2.00920320572551,FALSE,"1W","","2022-12-22",6226339538,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2002,2.3048276718123,FALSE,"1W","","2022-12-22",6308092739,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2003,3.10962653561648,FALSE,"1W","","2022-12-22",6389383352,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2004,4.47124067481792,FALSE,"1W","","2022-12-22",6470821068,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2005,4.00459714398013,FALSE,"1W","","2022-12-22",6552571570,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2006,4.42042540010897,FALSE,"1W","","2022-12-22",6634935638,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2007,4.3819007711502,FALSE,"1W","","2022-12-22",6717641730,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2008,2.06917577064544,FALSE,"1W","","2022-12-22",6801408360,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2009,-1.34144814525818,TRUE,"1W","","2022-12-22",6885490816,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2010,4.54083828749657,FALSE,"1W","","2022-12-22",6969631901,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2011,3.31032368373643,FALSE,"1W","","2022-12-22",7053533350,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2012,2.70917924804091,FALSE,"1W","","2022-12-22",7140895722,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2013,2.80785406404401,FALSE,"1W","","2022-12-22",7229184551,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2014,3.09009286526273,FALSE,"1W","","2022-12-22",7317508753,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2015,3.07856833226265,FALSE,"1W","","2022-12-22",7404910892,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2016,2.80195840942091,FALSE,"1W","","2022-12-22",7491934113,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2017,3.38496428719715,FALSE,"1W","","2022-12-22",7578157615,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2018,3.2855374519946,FALSE,"1W","","2022-12-22",7661776338,"Aggregates","","","","Aggregates","Aggregates",NA
"World","WLD","World (WBG members)",2019,2.59129025782595,FALSE,"1W","","2022-12-22",7742681934,"Aggregates","","","","Aggregates","Aggregates",NA
